prompt1,prompt2,label
a brown dog cooking dinner by the lake during sunset,a green tree flying in the sky under a tree on a sunny day,0
a white house swimming in the lake beside the road on a sunny day,a red bicycle playing music on the mountain,0
a brown dog running in the park under a tree in the rain,a green tree dancing happily by the lake at dawn,0
a silver laptop flying in the sky in the forest,a silver laptop flying in the sky in the forest,1
a white house swimming in the lake on the mountain,a yellow flower sleeping on the couch in the city,0
a yellow flower running in the park on the mountain,"positioned on the mountain, a yellow flower running in the park",1
a green tree flying in the sky under a tree on a sunny day,a yellow flower dancing happily on the beach,0
a brown dog cooking dinner on the mountain,a red bicycle walking slowly on the mountain,0
a yellow flower dancing happily in the city,a yellow flower dancing happily in the city,1
a glass window sleeping on the couch on the beach,a glass window sleeping upon the couch upon the beach,1
a brown dog climbing the mountain in the city,a brown pooch climbing the mountain in the city,1
a yellow flower walking slowly on the mountain,a yellow flower ambling slowly atop the mountain,1
a red bicycle swimming in the lake in the forest,a glass window swimming in the lake in the forest,0
a silver laptop flying in the sky in the forest,a wooden chair reading a book on the beach,0
a white house cooking dinner at the park during sunset,a yellow flower cooking dinner near the river in moonlight,0
a silver laptop cooking dinner under a tree in the snow,a silver laptop cooking dinner under a tree in the snow,1
a wooden chair sleeping on the couch on the mountain in the snow,a glass window reading a book near the river,0
a green tree walking slowly in the city in the fog,a black cat walking slowly in the city during twilight,0
a green tree climbing the mountain in the city,a green tree climbing the mountain on the beach,0
a blue car walking slowly on the beach,a red bicycle climbing the mountain near the river,0
a wooden chair flying in the sky near the river,a wooden chair flying in the sky next to the river,1
a wooden chair running in the park beside the road,a wooden chair jogging in the park beside the road,1
a wooden chair dancing happily by the lake under clear sky,a glass window cooking dinner beside the road,0
a green tree climbing the mountain on the beach,a olive tree climbing the mountain over the beach,1
a brown dog running in the park under a tree,a yellow flower running in the park on the beach,0
a blue car climbing the mountain in the forest,a brown dog running in the park at the park,0
a blue car reading a book at the park,a red bicycle swimming in the lake by the lake,0
a brown dog sleeping on the couch by the lake,a glass window playing music under a tree,0
a black cat cooking dinner in the city,a black kitten cooking dinner in the city,1
a black cat flying in the sky under a tree,"beneath a tree, a black cat flying in the sky",1
a blue car playing music beside the road during sunset,a glass window dancing happily on the mountain,0
a black cat climbing the mountain in the city,a black kitten climbing the mountain in the city,1
a glass window walking slowly in the garden,a glass window walking slowly in the garden,1
a black cat reading a book in the forest,a blue car walking slowly at the park during twilight,0
a brown dog flying in the sky near the river in moonlight,"positioned onlight, a brown dog flying in the sky near the river in mo",1
a red bicycle sleeping on the couch on the beach,a white house climbing the mountain in the city at dawn,0
a glass window running in the park on the mountain at dawn,a white house running in the park beside the road,0
a red bicycle reading a book on the mountain,"positioned on the mountain, a red bicycle reading a book",1
a green tree running in the park under a tree under clear sky,a emerald tree sprinting in the park under a tree under clear sky,1
a silver laptop playing music on the beach,a silver laptop playing music atop the beach,1
a yellow flower dancing happily at the park in the rain,a white house walking slowly near the river,0
a glass window flying in the sky in the garden during storm,a glass window reading a book beside the road,0
